id,index,district_x,name_x,address,phone,original_name_x,Match,rowid,school,district_y,street,original_name_y,simple_name,district,participating,duped,score
63,63,Charter,6720-aspire-titan-academy-,6720 S Alameda St,(323) 583-5421,Aspire Titan Academy,"[('6720 aspire titan academy', 100.0, '6720-aspire-titan-academy-')]",136,Aspire Titan Academy (Aspire Public Schools District),Aspire Public Schools District,6720 South Alameda St.,Aspire Titan Academy (Aspire Public Schools District),6720-aspire-titan-academy-,,True,False, 100.0
64,64,Charter,,17000 Haynes Street,(818) 758-5265,Birmingham Community High School,[],0,Birmingham Community High School (Charter),,,,,Charter,True,False,
65,65,Charter,1401-california-school-of-the-arts---san-gabriel-valley-,1401 Highland Avenue,(657) 321.4000 ext. 60005,California School of the Arts - San Gabriel Valley,"[('1401 california school of the arts   san gabriel valley', 100.0, '1401-california-school-of-the-arts---san-gabriel-valley-')]",892,California School of the Arts - San Gabriel Valley (Independent Charter Schools District),Independent Charter Schools District,1401 Highland Ave.,California School of the Arts - San Gabriel Valley (Independent Charter Schools District),1401-california-school-of-the-arts---san-gabriel-valley-,,True,False, 100.0
66,66,Charter,3500-dalzell-lance-camino-nuevo-high-#2-,3500 West Temple Street,(213) 736-5566,Camino Nuevo Dalzell Lance High School,"[('3500 dalzell lance camino nuevo high  2', 92.43243243243242, '3500-dalzell-lance-camino-nuevo-high-#2-')]",294,Dalzell Lance Camino Nuevo High #2 (Camino Nuevo District),Camino Nuevo District,3500 West Temple St.,Dalzell Lance Camino Nuevo High #2 (Camino Nuevo District),3500-dalzell-lance-camino-nuevo-high-#2-,,True,False, 92.43243243243242
67,67,Charter,6842-champs-charter-high-school-of-the-arts-,6842 Van Nuys Blvd (5th Floor),(818) 994-7614 x503,CHAMPS Charter High School of the Arts,"[('6842 champs charter high school of the arts', 100.0, '6842-champs-charter-high-school-of-the-arts-')]",894,CHAMPS Charter High School of the Arts (Independent Charter Schools District),Independent Charter Schools District,6842 Van Nuys Blvd.,CHAMPS Charter High School of the Arts (Independent Charter Schools District),6842-champs-charter-high-school-of-the-arts-,,True,False, 100.0
68,68,Charter,340-conservation-corps-of-long-beach-,340 Nieto Avenue,(562) 577-0887,Conservation Corps of Long Beach,"[('340 conservation corps of long beach', 100.0, '340-conservation-corps-of-long-beach-')]",782,Conservation Corps of Long Beach (Independent Charter Schools District),Independent Charter Schools District,340 Nieto Ave.,Conservation Corps of Long Beach (Independent Charter Schools District),340-conservation-corps-of-long-beach-,,True,False, 100.0
69,69,Charter,,201 N. Douglas St.,(562) 452-0297,DaVinci RISE High School,[],0,DaVinci RISE High School (Charter),,,,,Charter,True,False,
70,70,Charter,319-ednovate---esperanza-college-prep-,319 N Humphreys Ave,323-459-0325,Ednovate- Esperanza College Prep,"[('319 ednovate   esperanza college prep', 98.63013698630137, '319-ednovate---esperanza-college-prep-')]",526,Ednovate - Esperanza College Prep (Ednovate District),Ednovate District,319 North Humphreys Ave.,Ednovate - Esperanza College Prep (Ednovate District),319-ednovate---esperanza-college-prep-,,True,False, 98.63013698630137
71,71,Charter,3825-ednovate---east-college-prep-,3825 N Mission Rd,323-285-1441,Ednovate-East College Prep,"[('3825 ednovate   east college prep', 96.875, '3825-ednovate---east-college-prep-')]",525,Ednovate - East College Prep (Ednovate District),Ednovate District,3825 North Mission Rd.,Ednovate - East College Prep (Ednovate District),3825-ednovate---east-college-prep-,,True,False, 96.875
72,72,Charter,3939-ednovate---usc-hybrid-high-college-prep-,3939 S Vermont Ave,213-929-1046,Ednovate - USC Hybrid High College Prep,"[('3939 ednovate   usc hybrid high college prep', 100.0, '3939-ednovate---usc-hybrid-high-college-prep-')]",528,Ednovate - USC Hybrid High College Prep (Ednovate District),Ednovate District,3939 S. Vermont Ave.,Ednovate - USC Hybrid High College Prep (Ednovate District),3939-ednovate---usc-hybrid-high-college-prep-,,True,False, 100.0
73,73,Charter,350-ednovate---brio-college-prep-,350 S Figueroa St Ste 100,323-446-2570,Ednovate-Brio College Prep,"[('350 ednovate   brio college prep', 96.7741935483871, '350-ednovate---brio-college-prep-')]",524,Ednovate - Brio College Prep (Ednovate District),Ednovate District,350 South Figueroa St. Ste. 100,Ednovate - Brio College Prep (Ednovate District),350-ednovate---brio-college-prep-,,True,False, 96.7741935483871
74,74,Charter,700-ednovate---south-la-college-prep-,700 Wilshire Bl Ste 400,323-446-2570,Ednovate - South LA College Prep,"[('700 ednovate   south la college prep', 100.0, '700-ednovate---south-la-college-prep-')]",527,Ednovate - South LA College Prep (Ednovate District),Ednovate District,700 Wilshire Blvd. Ste. 400,Ednovate - South LA College Prep (Ednovate District),700-ednovate---south-la-college-prep-,,True,False, 100.0
75,75,Charter,5440-el-camino-real-charter-high-,5440 Valley Circle Blvd.,(818) 595-7500 ext. 7567,El Camino Real Charter High School,"[('5440 el camino real charter high', 95.0, '5440-el-camino-real-charter-high-')]",888,El Camino Real Charter High (Independent Charter Schools District),Independent Charter Schools District,5440 Valley Cir. Blvd.,El Camino Real Charter High (Independent Charter Schools District),5440-el-camino-real-charter-high-,,True,False, 95.0
76,76,Charter,,2818 Manhattan Beach Blvd,(424) 295-9898,Environmental Charter High School  – Gardena (ECHS-G),[],0,Environmental Charter High School  – Gardena (ECHS-G) (Charter),,,,,Charter,True,False,
77,77,Charter,16315-environmental-charter-high-,16315 Grevillea Avenue,(310) 214-3400,Environmental Charter High School – Lawndale (ECHS-L),"[('16315 environmental charter high', 90.0, '16315-environmental-charter-high-')]",841,Environmental Charter High (Independent Charter Schools District),Independent Charter Schools District,16315 Grevillea Ave.,Environmental Charter High (Independent Charter Schools District),16315-environmental-charter-high-,,True,False, 90.0
78,78,Charter,812-environmental-charter-middle-,812 W. 165th Place,(310) 425-1605,Environmental Charter Middle School – Gardena (ECMS-G),"[('812 environmental charter middle', 90.0, '812-environmental-charter-middle-')]",852,Environmental Charter Middle (Independent Charter Schools District),Independent Charter Schools District,812 West 165th Pl.,Environmental Charter Middle (Independent Charter Schools District),812-environmental-charter-middle-,,True,False, 90.0
79,79,Charter,3600-environmental-charter-middle---inglewood-,3600 W. Imperial Highway,(310) 793-0157,Environmental Charter Middle School – Inglewood (ECMS-I),"[('3600 environmental charter middle   inglewood', 95.0, '3600-environmental-charter-middle---inglewood-')]",853,Environmental Charter Middle - Inglewood (Independent Charter Schools District),Independent Charter Schools District,3600 West Imperial Hwy.,Environmental Charter Middle - Inglewood (Independent Charter Schools District),3600-environmental-charter-middle---inglewood-,,True,False, 95.0
80,80,Charter,1435-gabriella-charter-,11435 Logan Street,(213) 413-5741,Gabriella Charter Schools #1,"[('1435 gabriella charter', 90.0, '1435-gabriella-charter-')]",866,Gabriella Charter (Independent Charter Schools District),Independent Charter Schools District,1435 Logan St.,Gabriella Charter (Independent Charter Schools District),1435-gabriella-charter-,,True,False, 90.0
81,81,Charter,3736-gabriella-charter-2-,3736 Trinity Street,(213) 413-5741,Gabriella Charter Schools #2,"[('3736 gabriella charter 2', 95.0, '3736-gabriella-charter-2-')]",867,Gabriella Charter 2 (Independent Charter Schools District),Independent Charter Schools District,3736 Trinity St.,Gabriella Charter 2 (Independent Charter Schools District),3736-gabriella-charter-2-,,True,False, 95.0
82,82,Charter,434-icef-inglewood-elementary-charter-academy-,434 S. Grevillea Ave.,(323) 298-6420,ICEF Inglewood Elementary Charter Academy,"[('434 icef inglewood elementary charter academy', 100.0, '434-icef-inglewood-elementary-charter-academy-')]",763,ICEF Inglewood Elementary Charter Academy (ICEF Public Schools District),ICEF Public Schools District,434 South Grevillea Ave.,ICEF Inglewood Elementary Charter Academy (ICEF Public Schools District),434-icef-inglewood-elementary-charter-academy-,,True,False, 100.0
83,83,Charter,,5029 S. Vermont Ave,(323) 290-6997,ICEF Innovation Los Angeles Elementary,[],0,ICEF Innovation Los Angeles Elementary (Charter),,,,,Charter,True,False,
84,84,Charter,5311-icef-view-park-preparatory-elementary-,5311 S. Crenshaw Blvd.,(323) 290-6950/60,ICEF View Park Preparatory Elementary School,"[('5311 icef view park preparatory elementary', 95.0, '5311-icef-view-park-preparatory-elementary-')]",758,ICEF View Park Preparatory Elementary (ICEF Public Schools District),ICEF Public Schools District,5311 South Crenshaw Blvd.,ICEF View Park Preparatory Elementary (ICEF Public Schools District),5311-icef-view-park-preparatory-elementary-,,True,False, 95.0
85,85,Charter,5701-icef-view-park-preparatory-high-,5701 S. Crenshaw Blvd,(323) 290-6975,ICEF View Park Preparatory High School,"[('5701 icef view park preparatory high', 95.0, '5701-icef-view-park-preparatory-high-')]",759,ICEF View Park Preparatory High (ICEF Public Schools District),ICEF Public Schools District,5701 South Crenshaw Blvd.,ICEF View Park Preparatory High (ICEF Public Schools District),5701-icef-view-park-preparatory-high-,,True,False, 95.0
86,86,Charter,5311-icef-view-park-preparatory-middle-,5311 S. Crenshaw Blvd.,(323) 290-6970,ICEF View Park Preparatory Middle School,"[('5311 icef view park preparatory middle', 95.0, '5311-icef-view-park-preparatory-middle-')]",760,ICEF View Park Preparatory Middle (ICEF Public Schools District),ICEF Public Schools District,5311 Crenshaw Blvd.,ICEF View Park Preparatory Middle (ICEF Public Schools District),5311-icef-view-park-preparatory-middle-,,True,False, 95.0
87,87,Charter,4471-icef-vista-elementary-academy-,4471 Inglewood Blvd,(323) 298-6400,ICEF Vista Elementary Charter Academy,"[('4471 icef vista elementary academy', 95.0, '4471-icef-vista-elementary-academy-')]",761,ICEF Vista Elementary Academy (ICEF Public Schools District),ICEF Public Schools District,4471 Inglewood Blvd.,ICEF Vista Elementary Academy (ICEF Public Schools District),4471-icef-vista-elementary-academy-,,True,False, 95.0
88,88,Charter,4471-icef-vista-middle-academy-,4471 Inglewood Blvd,(323) 298-6405,ICEF Vista Middle Charter Academy,"[('4471 icef vista middle academy', 95.0, '4471-icef-vista-middle-academy-')]",762,ICEF Vista Middle Academy (ICEF Public Schools District),ICEF Public Schools District,4471 Inglewood Blvd.,ICEF Vista Middle Academy (ICEF Public Schools District),4471-icef-vista-middle-academy-,,True,False, 95.0
89,89,Charter,3601-intellectual-virtues-academy-of-long-beach-,1637 Long Beach Blvd.,(714) 697-8068,Intellectual Virtues Academy of Long Beach,"[('3601 intellectual virtues academy of long beach', 93.61702127659575, '3601-intellectual-virtues-academy-of-long-beach-')]",837,Intellectual Virtues Academy of Long Beach (Independent Charter Schools District),Independent Charter Schools District,3601 Linden Ave.,Intellectual Virtues Academy of Long Beach (Independent Charter Schools District),3601-intellectual-virtues-academy-of-long-beach-,,True,False, 93.61702127659575
90,90,Charter,,"444 N. Larchmont Boulevard, #207",(323) 380-7893,Larchmont Charter School,[],0,Larchmont Charter School (Charter),,,,,Charter,True,False,
91,91,Charter,3875-libertas-college-preparatory-charter-,5101 S. Western Avenue,(323) 644-9861,Libertas College Preparatory Charter School,"[('3875 libertas college preparatory charter', 88.83116883116884, '3875-libertas-college-preparatory-charter-')]",780,Libertas College Preparatory Charter (Independent Charter Schools District),Independent Charter Schools District,3875 Dublin Ave.,Libertas College Preparatory Charter (Independent Charter Schools District),3875-libertas-college-preparatory-charter-,,True,False, 88.83116883116884
92,92,Charter,1200-los-angeles-academy-of-arts-and-enterprise-,1200 Colton St.,(213) 487-0600,Los Angeles Academy of Arts and Enterprise (LAAAE),"[('1200 los angeles academy of arts and enterprise', 95.0, '1200-los-angeles-academy-of-arts-and-enterprise-')]",814,Los Angeles Academy of Arts and Enterprise (Independent Charter Schools District),Independent Charter Schools District,1200 West Colton St.,Los Angeles Academy of Arts and Enterprise (Independent Charter Schools District),1200-los-angeles-academy-of-arts-and-enterprise-,,True,False, 95.0
93,93,Charter,1010-matrix-for-success-academy-,1010 E 34th St.,(323) 817-6550,Matrix Academy for Success,"[('1010 matrix for success academy', 95.0, '1010-matrix-for-success-academy-')]",788,Matrix for Success Academy (Independent Charter Schools District),Independent Charter Schools District,1010 East 34th St.,Matrix for Success Academy (Independent Charter Schools District),1010-matrix-for-success-academy-,,True,False, 95.0
94,94,Charter,12714-new-designs-charter-school-watts-,1342 W. Adams Blvd.,(323) 730-0330,New Designs Charter School,"[('12714 new designs charter school watts', 86.66666666666667, '12714-new-designs-charter-school-watts-')]",846,New Designs Charter School-Watts (Independent Charter Schools District),Independent Charter Schools District,12714 South Avalon Blvd.,New Designs Charter School-Watts (Independent Charter Schools District),12714-new-designs-charter-school-watts-,,True,False, 86.66666666666667
95,95,Charter,1905-new-west-charter-,1905 Armacost Ave,(310) 943-5444,New West Charter,"[('1905 new west charter', 100.0, '1905-new-west-charter-')]",887,New West Charter (Independent Charter Schools District),Independent Charter Schools District,1905 Armacost Ave.,New West Charter (Independent Charter Schools District),1905-new-west-charter-,,True,False, 100.0
96,96,Charter,12105-north-valley-military-institute-college-preparatory-academy-,12105 Allegheny Street,(818) 368-1557 X 2215,North Valley Military Institute,"[('12105 north valley military institute college preparatory academy', 90.0, '12105-north-valley-military-institute-college-preparatory-academy-')]",838,North Valley Military Institute College Preparatory Academy (Independent Charter Schools District),Independent Charter Schools District,12105 Allegheny St.,North Valley Military Institute College Preparatory Academy (Independent Charter Schools District),12105-north-valley-military-institute-college-preparatory-academy-,,True,False, 90.0
97,97,Charter,,11016 Norris Ave.,(818) 897-5102,Pacoima Charter School,[],0,Pacoima Charter School (Charter),,,,,Charter,True,False,
