,district,name,address,city,phone,email,original_name
175,LAUSD,twenty-eighth-street-elementary/28th-street-elementary-dl-one-way-im-spanish-2807-stanford-ave-lausd,2807 Stanford Ave,Los Angeles,323-232-3496,,Twenty-Eighth Street Elementary/28th Street Elementary DL One-Way Im Spanish
176,LAUSD,2nd-street-elementary-1942-e-2nd-st-lausd,1942 E 2nd St,Los Angeles,323-269-9401,No Data,2nd Street Elementary
177,LAUSD,second-street/2nd-street-elementary-dl-two-way-im-spanish-1942-e-2nd-st-lausd,1942 E 2nd St,Los Angeles,323-269-9401,,Second Street/2nd Street Elementary DL Two-Way Im Spanish
178,LAUSD,32nd-street-usc-performing-arts-magnet-822-w-32nd-st-lausd,822 W 32nd St,Los Angeles,213-748-0126,No Data,32nd Street USC Performing Arts Magnet
179,LAUSD,3rd-street-elementary-201-s-june-st-lausd,201 S June St,Los Angeles,323-939-8337,No Data,3rd Street Elementary
180,LAUSD,third-street-elementary/3rd-street-elementary-dl-two-way-im-korean-201-s-june-st-lausd,201 S June St,Los Angeles,323-939-8337,,Third Street Elementary/3rd Street Elementary DL Two-Way Im Korean
181,LAUSD,third-street/3rd-street-elementary-gifted-magnet-201-s-june-st-lausd,201 S June St,Los Angeles,323-939-8337,,Third Street/3rd Street Elementary Gifted Magnet
182,LAUSD,forty-second-street/42nd-street-elementary-4231-4th-ave-lausd,4231 4th Ave,Los Angeles,323-296-7550,,Forty-Second Street/42nd Street Elementary
183,LAUSD,forty-second-street/42nd-street-elementary-dl-world-lang-im-spanish-4231-4th-ave-lausd,4231 4th Ave,Los Angeles,323-296-7550,,Forty-Second Street/42nd Street Elementary DL World Lang Im Spanish
184,LAUSD,49th-street-elementary-750-e-49th-st-lausd,750 E 49th St,Los Angeles,323-234-9045,No Data,49th Street Elementary
185,LAUSD,4th-street-elementary-420-s-amalia-ave-lausd,420 S Amalia Ave,Los Angeles,323-266-0182,No Data,4th Street Elementary
186,LAUSD,fourth-street/4th-street-elementary-dl-two-way-im-spanish-420-s-amalia-ave-lausd,420 S Amalia Ave,Los Angeles,323-266-0182,,Fourth Street/4th Street Elementary DL Two-Way Im Spanish
187,LAUSD,4th-street-primary-center-469-amalia-ave-lausd,469 Amalia Ave,Los Angeles,323-268-8775,No Data,4th Street Primary Center
188,LAUSD,4th-street-primary-center-469-amalia-ave-lausd,469 Amalia Ave,Los Angeles,323-268-8775,No Data,4th Street Primary Center
189,LAUSD,4th-street-primary-center-dl-two-way-im-spanish-469-amalia-ave-lausd,469 Amalia Ave,Los Angeles,323-268-8775,No Data,4th Street Primary Center DL Two-Way Im Spanish
190,LAUSD,4th-street-primary-center-dl-two-way-im-spanish-469-amalia-ave-lausd,469 Amalia Ave,Los Angeles,323-268-8775,No Data,4th Street Primary Center DL Two-Way Im Spanish
191,LAUSD,52nd-street-elementary-816-w-51st-st-lausd,816 W 51st St,Los Angeles,323-753-3175,No Data,52nd Street Elementary
192,LAUSD,54th-street-elementary-5501-s-eileen-ave-lausd,5501 S Eileen Ave,Los Angeles,323-294-5275,No Data,54th Street Elementary
193,LAUSD,59th-street-elementary-5939-second-ave-lausd,5939 Second Ave,Los Angeles,323-294-5118,No Data,59th Street Elementary
194,LAUSD,61st-street-elementary-6020-s-figueroa-st-lausd,6020 S Figueroa St,Los Angeles,323-759-1138,No Data,61st Street Elementary
195,LAUSD,sixty-first-street/61st-street-elementary-dl-two-way-im-spanish-6020-s-figueroa-st-lausd,6020 S Figueroa St,Los Angeles,323-759-1138,,Sixty-First Street/61st Street Elementary DL Two-Way Im Spanish
196,LAUSD,66th-street-elementary-6600-s-san-pedro-st-lausd,6600 S San Pedro St,Los Angeles,323-753-1589,No Data,66th Street Elementary
197,LAUSD,6th-avenue-elementary-3109-6th-ave-lausd,3109 6th Ave,Los Angeles,323-733-9107,No Data,6th Avenue Elementary
198,LAUSD,6th-avenue-elementary-dl-two-way-im-spanish-3109-6th-ave-lausd,3109 6th Ave,Los Angeles,323-733-9107,No Data,6th Avenue Elementary DL Two-Way Im Spanish
199,LAUSD,74th-street-elementary-2112-w-74th-st-lausd,2112 W 74th St,Los Angeles,323-753-2338,No Data,74th Street Elementary
200,LAUSD,seventy-fourth-street/74th-street-elementary-gifted-magnet-2112-w-74th-st-lausd,2112 W 74th St,Los Angeles,323-753-2338,,Seventy-Fourth Street/74th Street Elementary Gifted Magnet
201,LAUSD,75th-street-elementary-142-w-75th-st-lausd,142 W 75th St,Los Angeles,323-971-8885,No Data,75th Street Elementary
202,LAUSD,seventy-fifth-street/75th-street-elementary-dl-two-way-im-spanish-142-w-75th-st-lausd,142 W 75th St,Los Angeles,323-971-8885,,Seventy-Fifth Street/75th Street Elementary DL Two-Way Im Spanish
203,LAUSD,7th-street-elementary-arts-integration-magnet-1570-w-7th-st-lausd,1570 W 7th St,San Pedro,310-832-1538,No Data,7th Street Elementary Arts Integration Magnet
204,LAUSD,92nd-street-elementary-9211-grape-st-lausd,9211 Grape St,Los Angeles,323-564-7946,No Data,92nd Street Elementary
205,LAUSD,93rd-street-elementary-330-e-93rd-st-lausd,330 E 93rd St,Los Angeles,323-754-2869,No Data,93rd Street Elementary
206,LAUSD,ninety-third-street/93rd-street-elementary-dl-two-way-im-spanish-330-e-93rd-st-lausd,330 E 93rd St,Los Angeles,323-754-2869,,Ninety-Third Street/93rd Street Elementary DL Two-Way Im Spanish
207,LAUSD,ninety-third-street/93rd-street-elementary-steam-magnet-330-e-93rd-st-lausd,330 E 93rd St,Los Angeles,323-754-2869,,Ninety-Third Street/93rd Street Elementary STEAM Magnet
208,LAUSD,95th-street-elementary-1109-w-96th-st-lausd,1109 W 96th St,Los Angeles,323-756-1466,No Data,95th Street Elementary
209,LAUSD,96th-street-elementary-1471-e-96th-st-lausd,1471 E 96th St,Los Angeles,323-567-8871,No Data,96th Street Elementary
210,LAUSD,ninety-sixth-street/96th-street-elementary-dl-two-way-im-spanish-1471-e-96th-st-lausd,1471 E 96th St,Los Angeles,323-567-8871,,Ninety-Sixth Street/96th Street Elementary DL Two-Way Im Spanish
211,LAUSD,99th-street-elementary-9900-s-wadsworth-ave-lausd,9900 S Wadsworth Ave,Los Angeles,323-564-2677,No Data,99th Street Elementary
212,LAUSD,9th-street-elementary-835-stanford-ave-lausd,835 Stanford Ave,Los Angeles,213-896-2700,No Data,9th Street Elementary
213,LAUSD,abraham-lincoln-senior-high-3501-n-broadway-lausd,3501 N Broadway,Los Angeles,323-441-4600,No Data,Abraham Lincoln Senior High
214,LAUSD,abraham-lincoln-senior-high-science/tech/math-magnet-3501-n-broadway-lausd,3501 N Broadway,Los Angeles,323-441-4600,No Data,Abraham Lincoln Senior High Science/Tech/Math Magnet
215,LAUSD,academy-for-enriched-sciences-elementary-magnet-17551-miranda-st-lausd,17551 Miranda St,Encino,818-609-8421,No Data,Academy for Enriched Sciences Elementary Magnet
216,LAUSD,aggeler-community-day-school-21050-plummer-st-lausd,21050 Plummer St,Chatsworth,818-341-1232,No Data,Aggeler Community Day School
217,LAUSD,albert-einstein-continuation-high-school-15938-tupper-st-lausd,15938 Tupper St,North Hills,818-892-4367,No Data,Albert Einstein Continuation High School
218,LAUSD,albion-street-elementary-322-s-avenue-18-lausd,322 S Avenue 18,Los Angeles,323-221-3108,No Data,Albion Street Elementary
219,LAUSD,aldama-elementary-632-n-avenue-50-lausd,632 N Avenue 50,Los Angeles,323-255-1434,No Data,Aldama Elementary
220,LAUSD,aldama-elementary-dl-two-way-im-spanish-632-n-avenue-50-lausd,632 N Avenue 50,Los Angeles,323-255-1434,No Data,Aldama Elementary DL Two-Way Im Spanish
221,LAUSD,alexander-fleming-middle-school-25425-walnut-st-lausd,25425 Walnut St,Lomita,310-257-4500,No Data,Alexander Fleming Middle School
222,LAUSD,alexander-fleming-middle-school-science/tech/math-magnet-25425-walnut-st-lausd,25425 Walnut St,Lomita,310-257-4500,,Alexander Fleming Middle School Science/Tech/Math Magnet
223,LAUSD,alexander-hamilton-senior-high-2955-s-robertson-blvd-lausd,2955 S Robertson Blvd,Los Angeles,310-280-1400,No Data,Alexander Hamilton Senior High
224,LAUSD,alexander-hamilton-senior-high-humanities-magnet-2955-s-robertson-blvd-lausd,2955 S Robertson Blvd,Los Angeles,310-280-1507,No Data,Alexander Hamilton Senior High Humanities Magnet
225,LAUSD,alexander-hamilton-senior-high-music-&-performing-arts-mag-2955-s-robertson-blvd-lausd,2955 S Robertson Blvd,Los Angeles,310-280-1451,,Alexander Hamilton Senior High Music & Performing Arts Mag
226,LAUSD,alexandria-avenue-elementary-4211-oakwood-ave-lausd,4211 Oakwood Ave,Los Angeles,323-660-1936,No Data,Alexandria Avenue Elementary
227,LAUSD,alexandria-avenue-elementary-dl-two-way-im-spanish-4211-oakwood-av-lausd,4211 Oakwood Av,Los Angeles,323-660-1936,No Data,Alexandria Avenue Elementary DL Two-Way Im Spanish
228,LAUSD,alfonso-b-perez-special-education-center-4540-michigan-ave-lausd,4540 Michigan Ave,Los Angeles,323-269-0681,No Data,Alfonso B Perez Special Education Center
229,LAUSD,alfred-b-nobel-charter-middle-school-9950-tampa-ave-lausd,9950 Tampa Ave,Northridge,818-773-4700,No Data,Alfred B Nobel Charter Middle School
230,LAUSD,alfred-b-nobel-charter-middle-school-steam-magnet-9950-tampa-ave-lausd,9950 Tampa Ave,Northridge,818-773-4700,No Data,Alfred B Nobel Charter Middle School STEAM Magnet
231,LAUSD,allesandro-elementary-2210-riverside-dr-lausd,2210 Riverside Dr,Los Angeles,323-666-7162,No Data,Allesandro Elementary
232,LAUSD,allesandro-elementary-cooperative-learning-magnet-2210-riverside-dr-lausd,2210 Riverside Dr,Los Angeles,323-666-7162,,Allesandro Elementary Cooperative Learning Magnet
233,LAUSD,alta-california-elementary-14859-rayen-st-lausd,14859 Rayen St,Panorama City,818-830-4400,No Data,Alta California Elementary
234,LAUSD,alta-california-elementary-gifted/steam-magnet-14859-rayen-st-lausd,14859 Rayen St,Panorama City,818-830-4400,No Data,Alta California Elementary Gifted/STEAM Magnet
235,LAUSD,alta-loma-elementary-1745-vineyard-ave-lausd,1745 Vineyard Ave,Los Angeles,323-939-2113,No Data,Alta Loma Elementary
236,LAUSD,alta-loma-elementary-dl-two-way-im-spanish-1745-vineyard-ave-lausd,1745 Vineyard Ave,Los Angeles,323-939-2113,,Alta Loma Elementary DL Two-Way Im Spanish
237,LAUSD,amanecer-primary-center-832-s-eastman-ave-lausd,832 S Eastman Ave,Los Angeles,323-264-6494,No Data,Amanecer Primary Center
238,LAUSD,ambler-avenue-elementary-319-e-sherman-dr-lausd,319 E Sherman Dr,Carson,310-532-4090,No Data,Ambler Avenue Elementary
239,LAUSD,ambler-avenue-elementary-dl-two-way-im-spanish-319-e-sherman-dr-lausd,319 E Sherman Dr,Carson,310-532-4090,No Data,Ambler Avenue Elementary DL Two-Way Im Spanish
240,LAUSD,ambler-avenue-elementary-gifted-magnet-319-e-sherman-dr-lausd,319 E Sherman Dr,Carson,310-532-4090,No Data,Ambler Avenue Elementary Gifted Magnet
241,LAUSD,amelia-earhart-continuation-high-school-5355-colfax-ave-lausd,5355 Colfax Ave,North Hollywood,818-769-4877,No Data,Amelia Earhart Continuation High School
242,LAUSD,amestoy-el-dl-two-way-im-japanese-1048-w-149th-st-lausd,1048 W 149th St,Gardena,310-327-5592,,Amestoy El DL Two-Way Im Japanese
243,LAUSD,amestoy-elementary-1048-w-149th-st-lausd,1048 W 149th St,Gardena,310-327-5592,No Data,Amestoy Elementary
244,LAUSD,amestoy-elementary-multilingual/multicultural-magnet-1048-w-149th-st-lausd,1048 W 149th St,Gardena,310-327-3716,,Amestoy Elementary Multilingual/Multicultural Magnet
245,LAUSD,anatola-avenue-elementary-7364-anatola-ave-lausd,7364 Anatola Ave,Lake Balboa,818-343-8733,No Data,Anatola Avenue Elementary
246,LAUSD,andasol-avenue-elementary-10126-encino-ave-lausd,10126 Encino Ave,Northridge,818-349-8631,No Data,Andasol Avenue Elementary
247,LAUSD,andres-&-maria-cardenas-elementary-6900-calhoun-ave-lausd,6900 Calhoun Ave,Van Nuys,818-908-6700,No Data,Andres & Maria Cardenas Elementary
248,LAUSD,andrew-carnegie-middle-school-21820-bonita-st-lausd,21820 Bonita St,Carson,310-952-5700,No Data,Andrew Carnegie Middle School
249,LAUSD,andrew-carnegie-middle-school-medical-magnet-21820-bonita-st-lausd,21820 Bonita St,Carson,310-952-5700,,Andrew Carnegie Middle School Medical Magnet
250,LAUSD,angeles-mesa-el-dreams-magnet-2611-w-52nd-st-lausd,2611 W 52nd St,Los Angeles,323-294-5103,,Angeles Mesa El DREAMS Magnet
251,LAUSD,angeles-mesa-elementary-2611-w-52nd-st-lausd,2611 W 52nd St,Los Angeles,323-294-5103,No Data,Angeles Mesa Elementary
252,LAUSD,angel's-gate-continuation-high-3607-s-gaffey-st-lausd,3607 S Gaffey St,San Pedro,310-221-4600,No Data,Angel's Gate Continuation High
253,LAUSD,ann-street-elementary-126-e-bloom-st-lausd,126 E Bloom St,Los Angeles,323-221-3194,No Data,Ann Street Elementary
254,LAUSD,annalee-avenue-elementary-19410-s-annalee-ave-lausd,19410 S Annalee Ave,Carson,310-537-4740,No Data,Annalee Avenue Elementary
255,LAUSD,annalee-avenue-elementary-steam-magnet-19410-s-annalee-ave-lausd,19410 S Annalee Ave,Carson,310-537-4740,No Data,Annalee Avenue Elementary STEAM Magnet
256,LAUSD,annandale-elementary-6125-poppy-peak-dr-lausd,6125 Poppy Peak Dr,Los Angeles,323-254-9168,No Data,Annandale Elementary
257,LAUSD,apperson-street-elementary-10233-woodward-ave-lausd,10233 Woodward Ave,Sunland,818-353-5544,No Data,Apperson Street Elementary
258,LAUSD,aragon-avenue-elementary-1118-aragon-ave-lausd,1118 Aragon Ave,Los Angeles,323-221-5173,No Data,Aragon Avenue Elementary
259,LAUSD,arleta-senior-high-14200-van-nuys-blvd-lausd,14200 Van Nuys Blvd,Arleta,818-686-4100,No Data,Arleta Senior High
260,LAUSD,arlington-heights-elementary-1717-7th-ave-lausd,1717 7th Ave,Los Angeles,323-735-1021,No Data,Arlington Heights Elementary
261,LAUSD,arlington-heights-elementary-dl-two-way-im-spanish-1717-7th-av-lausd,1717 7th Av,Los Angeles,323-735-1021,,Arlington Heights Elementary DL Two-Way Im Spanish
262,LAUSD,arminta-street-elementary-11530-strathern-st-lausd,11530 Strathern St,North Hollywood,818-765-5911,No Data,Arminta Street Elementary
263,LAUSD,arroyo-seco-museum-science-magnet-4805-sycamore-terr-lausd,4805 Sycamore Terr,Los Angeles,323-254-5141,No Data,Arroyo Seco Museum Science Magnet
264,LAUSD,ascot-avenue-elementary-1447-e-45th-st-lausd,1447 E 45th St,Los Angeles,323-235-3178,No Data,Ascot Avenue Elementary
265,LAUSD,atwater-avenue-elementary-3271-silver-lake-blvd-lausd,3271 Silver Lake Blvd,Los Angeles,323-665-5941,No Data,Atwater Avenue Elementary
266,LAUSD,atwater-avenue-elementary-dl-two-way-im-spanish-3271-silver-lake-blvd-lausd,3271 Silver Lake Blvd,Los Angeles,323-665-5941,No Data,Atwater Avenue Elementary DL Two-Way Im Spanish
267,LAUSD,audubon-middle-school-4120-11th-ave-lausd,4120 11th Ave,Los Angeles,323-290-6300,No Data,Audubon Middle School
268,LAUSD,audubon-middle-school-gifted-magnet-4120-11th-ave-lausd,4120 11th Ave,Los Angeles,323-290-6300,No Data,Audubon Middle School Gifted Magnet
269,LAUSD,augustus-f-hawkins-sh---critical-design-and-gaming-school-825-w-60th-st-lausd,825 W 60th St,Los Angeles,323-789-1282,No Data,Augustus F Hawkins SH - Critical Design and Gaming School
270,LAUSD,aurora-elementary-1050-e-52nd-pl-lausd,1050 E 52nd Pl,Los Angeles,323-238-1500,No Data,Aurora Elementary
271,LAUSD,aurora-elementary-dl-two-way-im-spanish-1050-e-52nd-pl-lausd,1050 E 52nd Pl,Los Angeles,323-238-1500,No Data,Aurora Elementary DL Two-Way Im Spanish
272,LAUSD,avalon-gardens-elementary-13940-s-san-pedro-st-lausd,13940 S San Pedro St,Los Angeles,310-532-8540,No Data,Avalon Gardens Elementary
273,LAUSD,balboa-elementary-gifted/highly-gifted/high-ability-magnet-17020-labrador-st-lausd,17020 Labrador St,Northridge,818-349-4801,No Data,Balboa Elementary Gifted/Highly Gifted/High Ability Magnet
274,LAUSD,baldwin-hills-elementary-5421-rodeo-rd-lausd,5421 Rodeo Rd,Los Angeles,323-937-7223,No Data,Baldwin Hills Elementary
275,LAUSD,baldwin-hills-elementary-gifted-magnet-5421-rodeo-rd-lausd,5421 Rodeo Rd,Los Angeles,323-937-7223,No Data,Baldwin Hills Elementary Gifted Magnet
276,LAUSD,bandini-street-elementary-425-n-bandini-st-lausd,425 N Bandini St,San Pedro,310-832-4593,No Data,Bandini Street Elementary
277,LAUSD,bandini-street-elementary-dl-two-way-im-spanish-425-n-bandini-st-lausd,425 N Bandini St,San Pedro,310-832-4593,No Data,Bandini Street Elementary DL Two-Way Im Spanish
278,LAUSD,barack-obama-global-prep-academy-steam-magnet-1700-w-46th-st-lausd,1700 W 46th St,Los Angeles,323-421-1700,,Barack Obama Global Prep Academy STEAM Magnet
279,LAUSD,barack-obama-global-preparation-academy-1700-w-46th-st-lausd,1700 W 46th St,Los Angeles,323-421-1700,No Data,Barack Obama Global Preparation Academy
280,LAUSD,barton-hill-elementary-423-n-pacific-ave-lausd,423 N Pacific Ave,San Pedro,310-547-2471,No Data,Barton Hill Elementary
281,LAUSD,barton-hill-elementary-maritime-steam-magnet-423-n-pacific-ave-lausd,423 N Pacific Ave,San Pedro,310-547-2471,No Data,Barton Hill Elementary Maritime STEAM Magnet
282,LAUSD,bassett-st-elementary-media-arts/-technology-magnet-15756-bassett-st-lausd,15756 Bassett St,Lake Balboa,818-782-1340,,Bassett St Elementary Media Arts/ Technology Magnet
283,LAUSD,bassett-street-elementary-15756-bassett-st-lausd,15756 Bassett St,Lake Balboa,818-782-1340,No Data,Bassett Street Elementary
284,LAUSD,bassett-street-elementary-dl-two-way-im-spanish-15756-bassett-st-lausd,15756 Bassett St,Lake Balboa,818-782-1340,No Data,Bassett Street Elementary DL Two-Way Im Spanish
285,LAUSD,beachy-avenue-elementary-9757-beachy-ave-lausd,9757 Beachy Ave,Arleta,818-899-0241,No Data,Beachy Avenue Elementary
286,LAUSD,beckford-charter-for-enriched-studies-19130-tulsa-st-lausd,19130 Tulsa St,Northridge,818-360-1924,No Data,Beckford Charter for Enriched Studies
287,LAUSD,beethoven-street-elementary-3711-beethoven-st-lausd,3711 Beethoven St,Los Angeles,310-398-6286,No Data,Beethoven Street Elementary
288,LAUSD,bell-senior-high-4328-bell-ave-lausd,4328 Bell Ave,Bell,323-832-4700,No Data,Bell Senior High
289,LAUSD,bell-senior-high-gifted-science/tech/eng/math-magnet-4328-bell-ave-lausd,4328 Bell Ave,Bell,323-832-4700,,Bell Senior High Gifted Science/Tech/Eng/Math Magnet
290,LAUSD,bellingham-elementary-6728-bellingham-ave-lausd,6728 Bellingham Ave,North Hollywood,818-759-0119,No Data,Bellingham Elementary
291,LAUSD,belmont-senior-high-1575-w-2nd-st-lausd,1575 W 2nd St,Los Angeles,213-241-4300,No Data,Belmont Senior High
292,LAUSD,belvedere-elementary-3724-e-first-st-lausd,3724 E First St,Los Angeles,323-269-0345,No Data,Belvedere Elementary
