id,index,district_x,name_x,address_x,phone,original_name_x,devons_key,participating,Match,rowid,school,district_y,address_y,original_name_y,name_y,tap_key,simple_name,district,duped,score
113,113,LAUSD,,4765 E 4th St,323-266-7400,Griffith Middle School STEAM Magnet,4765-e-4th-st-griffith-middle-school-steam-magnet,True,[],0,Griffith Middle School STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
114,114,LAUSD,,10115 Haddon Ave,818-899-0244,Haddon Ave Elementary STEAM Magnet,10115-haddon-ave-haddon-ave-elementary-steam-magnet,True,[],0,Haddon Ave Elementary STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
115,115,LAUSD,,899 E 42nd Pl,323-238-0791,Harmony Elementary DL Two-Way Im Spanish,899-e-42nd-pl-harmony-elementary-dl-two-way-im-spanish,True,[],0,Harmony Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
116,116,LAUSD,,899 E 42nd Pl,323-238-0791,Harmony Elementary School,899-e-42nd-pl-harmony-elementary-school,True,[],0,Harmony Elementary School (LAUSD),,,,,,,LAUSD,False,
117,117,LAUSD,,611 S Carondelet St,213-381-2823,Harold McAlister High School CYESIS,611-s-carondelet-st-harold-mcalister-high-school-cyesis,True,[],0,Harold McAlister High School CYESIS (LAUSD),,,,,,,LAUSD,False,
118,118,LAUSD,,330 N Harvard Bl,323-953-4540,Harvard Elementary DL Two-Way Im Spanish,330-n-harvard-bl-harvard-elementary-dl-two-way-im-spanish,True,[],0,Harvard Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
119,119,LAUSD,,15850 Tulsa St,818-366-6431,Haskell Elementary STEAM Magnet,15850-tulsa-st-haskell-elementary-steam-magnet,True,[],0,Haskell Elementary STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
120,120,LAUSD,,1309 N Wilton Pl,323-817-6400,Helen Bernstein Senior High Cine Arts/Creative Tech Magnet,1309-n-wilton-pl-helen-bernstein-senior-high-cine-arts/creative-tech-magnet,True,[],0,Helen Bernstein Senior High Cine Arts/Creative Tech Magnet (LAUSD),,,,,,,LAUSD,False,
121,121,LAUSD,,1309 N Wilton Pl,323-817-6461,Helen Bernstein Senior High Science Tech Engineering Math,1309-n-wilton-pl-helen-bernstein-senior-high-science-tech-engineering-math,True,[],0,Helen Bernstein Senior High Science Tech Engineering Math (LAUSD),,,,,,,LAUSD,False,
122,122,LAUSD,,319 N Humphreys Ave,323-729-1700,Hilda L Solis Learning Academy,319-n-humphreys-ave-hilda-l-solis-learning-academy,True,[],0,Hilda L Solis Learning Academy (LAUSD),,,,,,,LAUSD,False,
123,123,LAUSD,,980 S Hobart Bl,213-386-8661,Hobart Boulevard Elementary DL Two-Way Im Spanish,980-s-hobart-bl-hobart-boulevard-elementary-dl-two-way-im-spanish,True,[],0,Hobart Boulevard Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
124,124,LAUSD,,2510 E 6th St,323-780-3000,Hollenbeck Middle School,2510-e-6th-st-hollenbeck-middle-school,True,[],0,Hollenbeck Middle School (LAUSD),,,,,,,LAUSD,False,
125,125,LAUSD,,2510 E 6th St,323-780-3000,Hollenbeck Middle School Law/Public Service Magnet,2510-e-6th-st-hollenbeck-middle-school-law/public-service-magnet,True,[],0,Hollenbeck Middle School Law/Public Service Magnet (LAUSD),,,,,,,LAUSD,False,
126,126,LAUSD,,2510 E 6th St,323-780-3050,Hollenbeck MS Science/Tech/Engineering/Math/Medicine Magnet,2510-e-6th-st-hollenbeck-ms-science/tech/engineering/math/medicine-magnet,True,[],0,Hollenbeck MS Science/Tech/Engineering/Math/Medicine Magnet (LAUSD),,,,,,,LAUSD,False,
127,127,LAUSD,,1280 E 52nd St,323-233-5866,Hooper Avenue PC Elementary DL Two-Way Im Spanish,1280-e-52nd-st-hooper-avenue-pc-elementary-dl-two-way-im-spanish,True,[],0,Hooper Avenue PC Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
128,128,LAUSD,,5101 E 6th St,323-981-5500,James A Garfield Senior High Computer Science Magnet,5101-e-6th-st-james-a-garfield-senior-high-computer-science-magnet,True,[],0,James A Garfield Senior High Computer Science Magnet (LAUSD),,,,,,,LAUSD,False,
129,129,LAUSD,,9229 Haskell Ave,818-830-4200,James Monroe Senior High Firefighter Academy Magnet,9229-haskell-ave-james-monroe-senior-high-firefighter-academy-magnet,True,[],0,James Monroe Senior High Firefighter Academy Magnet (LAUSD),,,,,,,LAUSD,False,
130,130,LAUSD,,9229 Haskell Ave,818-830-4249,James Monroe Senior High Law/Government Magnet,9229-haskell-ave-james-monroe-senior-high-law/government-magnet,True,[],0,James Monroe Senior High Law/Government Magnet (LAUSD),,,,,,,LAUSD,False,
131,131,LAUSD,,9229 Haskell Ave,818-830-4200,James Monroe Senior High Police Academy Magnet,9229-haskell-ave-james-monroe-senior-high-police-academy-magnet,True,[],0,James Monroe Senior High Police Academy Magnet (LAUSD),,,,,,,LAUSD,False,
132,132,LAUSD,,9229 Haskell Ave,818-830-4200,James Monroe Senior High Police Orientation & Prep Prog OLC,9229-haskell-ave-james-monroe-senior-high-police-orientation-&-prep-prog-olc,True,[],0,James Monroe Senior High Police Orientation & Prep Prog OLC (LAUSD),,,,,,,LAUSD,False,
133,133,LAUSD,,151 W 30th St,213-745-3700,John Adams Middle School Gifted Magnet,151-w-30th-st-john-adams-middle-school-gifted-magnet,True,[],0,John Adams Middle School Gifted Magnet (LAUSD),,,,,,,LAUSD,False,
134,134,LAUSD,,600 S Mc Cadden Pl,323-549-5000,John Burroughs Middle School Gifted Magnet,600-s-mc-cadden-pl-john-burroughs-middle-school-gifted-magnet,True,[],0,John Burroughs Middle School Gifted Magnet (LAUSD),,,,,,,LAUSD,False,
135,135,LAUSD,,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag,11254-gothic-ave-john-f-kennedy-senior-high-archtctre/dgtl-dsgn/filmmakng-mag,True,[],0,John F Kennedy Senior High Archtctre/Dgtl Dsgn/Filmmakng Mag (LAUSD),,,,,,,LAUSD,False,
136,136,LAUSD,,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High Gifted Medical Magnet,11254-gothic-ave-john-f-kennedy-senior-high-gifted-medical-magnet,True,[],0,John F Kennedy Senior High Gifted Medical Magnet (LAUSD),,,,,,,LAUSD,False,
137,137,LAUSD,,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High Global Lead/Env Action Magnet,11254-gothic-ave-john-f-kennedy-senior-high-global-lead/env-action-magnet,True,[],0,John F Kennedy Senior High Global Lead/Env Action Magnet (LAUSD),,,,,,,LAUSD,False,
138,138,LAUSD,,5929 S Vermont Ave,323-565-2200,John Muir Middle School Science/Tech/Math Magnet,5929-s-vermont-ave-john-muir-middle-school-science/tech/math-magnet,True,[],0,John Muir Middle School Science/Tech/Math Magnet (LAUSD),,,,,,,LAUSD,False,
139,139,LAUSD,,1316 N Bronson Ave,323-308-1700,Joseph Le Conte Middle School CES Communication & Arts Mag,1316-n-bronson-ave-joseph-le-conte-middle-school-ces-communication-&-arts-mag,True,[],0,Joseph Le Conte Middle School CES Communication & Arts Mag (LAUSD),,,,,,,LAUSD,False,
140,140,LAUSD,,1316 N Bronson Ave,323-308-1700,Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag,1316-n-bronson-ave-joseph-le-conte-middle-school-hlth/eng/applied-sci/tech-mag,True,[],0,Joseph Le Conte Middle School Hlth/Eng/Applied Sci/Tech Mag (LAUSD),,,,,,,LAUSD,False,
141,141,LAUSD,,1536 E 89th St,323-826-3560,Judith F Baca Arts Acad DL Two-Way Im Spanish,1536-e-89th-st-judith-f-baca-arts-acad-dl-two-way-im-spanish,True,[],0,Judith F Baca Arts Acad DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
142,142,LAUSD,,1601 E 120th St,323-566-0420,King-Drew Senior High Medicine and Science Magnet,1601-e-120th-st-king-drew-senior-high-medicine-and-science-magnet,True,[],0,King-Drew Senior High Medicine and Science Magnet (LAUSD),,,,,,,LAUSD,False,
143,143,LAUSD,,135 N Lake St,213-413-3305,Lake Street Primary School,135-n-lake-st-lake-street-primary-school,True,[],0,Lake Street Primary School (LAUSD),,,,,,,LAUSD,False,
144,144,LAUSD,,822 W 32nd St,213-749-7179,LAUSD/USC Media Arts/Engineering Magnet,822-w-32nd-st-lausd/usc-media-arts/engineering-magnet,True,[],0,LAUSD/USC Media Arts/Engineering Magnet (LAUSD),,,,,,,LAUSD,False,
145,145,LAUSD,,5225 Tweedy Blvd,323-357-7540,Legacy Senior High Sci Tech Engineering Arts Math,5225-tweedy-blvd-legacy-senior-high-sci-tech-engineering-arts-math,True,[],0,Legacy Senior High Sci Tech Engineering Arts Math (LAUSD),,,,,,,LAUSD,False,
146,146,LAUSD,,3501 N Broadway,323-441-4600,Lincoln ESP Magnet,3501-n-broadway-lincoln-esp-magnet,True,[],0,Lincoln ESP Magnet (LAUSD),,,,,,,LAUSD,False,
147,147,LAUSD,,6361 Cottage St,323-584-3800,Linda Esperanza Marquez Senior High HPIAM,6361-cottage-st-linda-esperanza-marquez-senior-high-hpiam,True,[],0,Linda Esperanza Marquez Senior High HPIAM (LAUSD),,,,,,,LAUSD,False,
148,148,LAUSD,,1711 W Montana St,213-413-6353,Logan Academy Globl Ecol Two-Way Im Spanish,1711-w-montana-st-logan-academy-globl-ecol-two-way-im-spanish,True,[],0,Logan Academy Globl Ecol Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
149,149,LAUSD,,6460 N Figueroa St,323-340-4400,Luther Burbank Middle School Arts/Technology/Community Mag,6460-n-figueroa-st-luther-burbank-middle-school-arts/technology/community-mag,True,[],0,Luther Burbank Middle School Arts/Technology/Community Mag (LAUSD),,,,,,,LAUSD,False,
150,150,LAUSD,,6468 N Figueroa St,323-340-4400,Luther Burbank Middle School Police Academy Magnet,6468-n-figueroa-st-luther-burbank-middle-school-police-academy-magnet,True,[],0,Luther Burbank Middle School Police Academy Magnet (LAUSD),,,,,,,LAUSD,False,
151,151,LAUSD,,2300 W 7th St,213-381-7217,Macarthur Park VPA DL Two-Way Im Spanish,2300-w-7th-st-macarthur-park-vpa-dl-two-way-im-spanish,True,[],0,Macarthur Park VPA DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
152,152,LAUSD,,9820 Madison Ave,323-568-3900,Madison Elementary DL Two-Way Im Spanish,9820-madison-ave-madison-elementary-dl-two-way-im-spanish,True,[],0,Madison Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
153,153,LAUSD,,4131 S Vermont Ave,323-846-7300,Manual Arts Senior High College Preparatory Magnet,4131-s-vermont-ave-manual-arts-senior-high-college-preparatory-magnet,True,[],0,Manual Arts Senior High College Preparatory Magnet (LAUSD),,,,,,,LAUSD,False,
154,154,LAUSD,,3601 S Maple Ave,323-232-0984,Maple PC DL Two-Way Im Spanish,3601-s-maple-ave-maple-pc-dl-two-way-im-spanish,True,[],0,Maple PC DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
155,155,LAUSD,,3989 S Hobart Blvd,323-294-0031,Martin Luther King Jr El DL Two-Way Im Spanish,3989-s-hobart-blvd-martin-luther-king-jr-el-dl-two-way-im-spanish,True,[],0,Martin Luther King Jr El DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
156,156,LAUSD,,16701 Mayall St,818-363-5058,Mayall Street Academy of Arts/Technology Magnet,16701-mayall-st-mayall-street-academy-of-arts/technology-magnet,True,[],0,Mayall Street Academy of Arts/Technology Magnet (LAUSD),,,,,,,LAUSD,False,
157,157,LAUSD,,731 N Detroit St,323-938-6275,Melrose Avenue Elementary Math/Science/Technology Magnet,731-n-detroit-st-melrose-avenue-elementary-math/science/technology-magnet,True,[],0,Melrose Avenue Elementary Math/Science/Technology Magnet (LAUSD),,,,,,,LAUSD,False,
158,158,LAUSD,,8800 S San Pedro St,323-565-4600,Mervyn M Dymally SH Biomed Science/Research Magnet,8800-s-san-pedro-st-mervyn-m-dymally-sh-biomed-science/research-magnet,True,[],0,Mervyn M Dymally SH Biomed Science/Research Magnet (LAUSD),,,,,,,LAUSD,False,
159,159,LAUSD,,1511 Micheltorena St,323-661-2125,Micheltorena Street DL Two-Way Im Spanish,1511-micheltorena-st-micheltorena-street-dl-two-way-im-spanish,True,[],0,Micheltorena Street DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
160,160,LAUSD,,322 Lucas Ave,213-240-3815,Miguel Contreras Learning Complex - Acdemic Ldrshp Community,322-lucas-ave-miguel-contreras-learning-complex---acdemic-ldrshp-community,True,[],0,Miguel Contreras Learning Complex - Acdemic Ldrshp Community (LAUSD),,,,,,,LAUSD,False,
161,161,LAUSD,,322 S Lucas Ave,213-240-3850,Miguel Contreras Learning Complex - LA Sch of Global Studies,322-s-lucas-ave-miguel-contreras-learning-complex---la-sch-of-global-studies,True,[],0,Miguel Contreras Learning Complex - LA Sch of Global Studies (LAUSD),,,,,,,LAUSD,False,
162,162,LAUSD,,322 S Lucas Ave,213-240-3896,Miguel Contreras Learning Complex - School of Social Justice,322-s-lucas-ave-miguel-contreras-learning-complex---school-of-social-justice,True,[],0,Miguel Contreras Learning Complex - School of Social Justice (LAUSD),,,,,,,LAUSD,False,
163,163,LAUSD,,4865 E 1st St,323-263-3869,Morris K Hamasaki El Medical/Science Magnet,4865-e-1st-st-morris-k-hamasaki-el-medical/science-magnet,True,[],0,Morris K Hamasaki El Medical/Science Magnet (LAUSD),,,,,,,LAUSD,False,
164,164,LAUSD,,4865 E First St,323-263-3869,Morris K Hamasaki Medical/Science Magnet,4865-e-first-st-morris-k-hamasaki-medical/science-magnet,True,[],0,Morris K Hamasaki Medical/Science Magnet (LAUSD),,,,,,,LAUSD,False,
165,165,LAUSD,,10965 Mt Gleason Ave,818-951-2580,Mount Gleason Middle School Gifted Magnet,10965-mt-gleason-ave-mount-gleason-middle-school-gifted-magnet,True,[],0,Mount Gleason Middle School Gifted Magnet (LAUSD),,,,,,,LAUSD,False,
166,166,LAUSD,,10965 Mt Gleason Ave,818-951-2580,Mount Gleason Middle School STEAM Magnet,10965-mt-gleason-ave-mount-gleason-middle-school-steam-magnet,True,[],0,Mount Gleason Middle School STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
167,167,LAUSD,,9351 Paso Robles Ave,818-678-4100,Oliver Wendell Holmes MS International Humanities Magnet,9351-paso-robles-ave-oliver-wendell-holmes-ms-international-humanities-magnet,True,[],0,Oliver Wendell Holmes MS International Humanities Magnet (LAUSD),,,,,,,LAUSD,False,
168,168,LAUSD,,6550 W 80th St,310-258-6600,Orville Wright Gifted Magnet,6550-w-80th-st-orville-wright-gifted-magnet,True,[],0,Orville Wright Gifted Magnet (LAUSD),,,,,,,LAUSD,False,
169,169,LAUSD,,5714 Pacific Blvd,323-586-8640,Pacific Boulevard School DL Two-Way Im Spanish,5714-pacific-blvd-pacific-boulevard-school-dl-two-way-im-spanish,True,[],0,Pacific Boulevard School DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
170,170,LAUSD,,8015 Van Nuys Bl,818-909-4500,Panorama Senior High Gifted STEAM Magnet,8015-van-nuys-bl-panorama-senior-high-gifted-steam-magnet,True,[],0,Panorama Senior High Gifted STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
171,171,LAUSD,,8015 Van Nuys Blvd,818-909-4500,Panorama Senior High Social Justice/Lead Magnet,8015-van-nuys-blvd-panorama-senior-high-social-justice/lead-magnet,True,[],0,Panorama Senior High Social Justice/Lead Magnet (LAUSD),,,,,,,LAUSD,False,
172,172,LAUSD,,8015 Van Nuys Blvd,818-909-4500,Panorama Senior High Sports Med/Info Tech Magnet,8015-van-nuys-blvd-panorama-senior-high-sports-med/info-tech-magnet,True,[],0,Panorama Senior High Sports Med/Info Tech Magnet (LAUSD),,,,,,,LAUSD,False,
173,173,LAUSD,,7751 Paseo Del Rey,310-823-2356,Paseo del Rey Elementary Natural Science Magnet,7751-paseo-del-rey-paseo-del-rey-elementary-natural-science-magnet,True,[],0,Paseo del Rey Elementary Natural Science Magnet (LAUSD),,,,,,,LAUSD,False,
174,174,LAUSD,,12450 Mason Ave,818-709-7100,Porter Ranch School DL Two-Way Im Korean,12450-mason-ave-porter-ranch-school-dl-two-way-im-korean,True,[],0,Porter Ranch School DL Two-Way Im Korean (LAUSD),,,,,,,LAUSD,False,
175,175,LAUSD,,3201 W 8th St,213-480-4520,RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,3201-w-8th-st-rfk-comm-schls---ambassador-sch---glbl-ed-dl-one-way-im-span,True,[],0,RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span (LAUSD),,,,,,,LAUSD,False,
176,176,LAUSD,,3201 W 8th St,213-480-4520,RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,3201-w-8th-st-rfk-comm-schls---ambassador-sch---glbl-ed-dl-two-way-im-kor,True,[],0,RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor (LAUSD),,,,,,,LAUSD,False,
177,177,LAUSD,,3201 W 8th St,213-480-3700,RFK Comm Schls - New Open World Academy K-12,3201-w-8th-st-rfk-comm-schls---new-open-world-academy-k-12,True,[],0,RFK Comm Schls - New Open World Academy K-12 (LAUSD),,,,,,,LAUSD,False,
178,178,LAUSD,,5041 Sunnyslope Ave,818-528-1600,Robert A Millikan Charter MS Socl/Gndr Equity Magnet,5041-sunnyslope-ave-robert-a-millikan-charter-ms-socl/gndr-equity-magnet,True,[],0,Robert A Millikan Charter MS Socl/Gndr Equity Magnet (LAUSD),,,,,,,LAUSD,False,
179,179,LAUSD,,7477 Kester Ave,818-947-2100,Robert Fulton College Prep Communication Arts/Music Magnet,7477-kester-ave-robert-fulton-college-prep-communication-arts/music-magnet,True,[],0,Robert Fulton College Prep Communication Arts/Music Magnet (LAUSD),,,,,,,LAUSD,False,
180,180,LAUSD,,725 S Indiana St,323-780-6400,Robert Louis Stevenson College & Career Prep Comm Arts Mag,725-s-indiana-st-robert-louis-stevenson-college-&-career-prep-comm-arts-mag,True,[],0,Robert Louis Stevenson College & Career Prep Comm Arts Mag (LAUSD),,,,,,,LAUSD,False,
181,181,LAUSD,,725 S Indiana St,323-780-6400,Robert Louis Stevenson College & Career Prep Gifted Magnet,725-s-indiana-st-robert-louis-stevenson-college-&-career-prep-gifted-magnet,True,[],0,Robert Louis Stevenson College & Career Prep Gifted Magnet (LAUSD),,,,,,,LAUSD,False,
182,182,LAUSD,,456 S Mathews St,323-780-6500,Roosevelt Senior High Science/Tech/Math Magnet,456-s-mathews-st-roosevelt-senior-high-science/tech/math-magnet,True,[],0,Roosevelt Senior High Science/Tech/Math Magnet (LAUSD),,,,,,,LAUSD,False,
183,183,LAUSD,,503 N Croft Ave,323-651-0166,Rosewood Avenue Elementary Urban Planning/Design Magnet,503-n-croft-ave-rosewood-avenue-elementary-urban-planning/design-magnet,True,[],0,Rosewood Avenue Elementary Urban Planning/Design Magnet (LAUSD),,,,,,,LAUSD,False,
184,184,LAUSD,,815 San Pascual Ave,323-255-8354,San Pascual Avenue Elementary STEAM Magnet,815-san-pascual-ave-san-pascual-avenue-elementary-steam-magnet,True,[],0,San Pascual Avenue Elementary STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
185,185,LAUSD,,3210 S Alma St,310-519-6500,San Pedro Senior High Marine Science/Tech/Math Magnet,3210-s-alma-st-san-pedro-senior-high-marine-science/tech/math-magnet,True,[],0,San Pedro Senior High Marine Science/Tech/Math Magnet (LAUSD),,,,,,,LAUSD,False,
186,186,LAUSD,,3210 S Alma St,310-519-6500,San Pedro Senior High Police Academy Magnet,3210-s-alma-st-san-pedro-senior-high-police-academy-magnet,True,[],0,San Pedro Senior High Police Academy Magnet (LAUSD),,,,,,,LAUSD,False,
187,187,LAUSD,,727 S Wilson St,213-239-5656,Secondary Community Day School,727-s-wilson-st-secondary-community-day-school,True,[],0,Secondary Community Day School (LAUSD),,,,,,,LAUSD,False,
188,188,LAUSD,,2720 Tweedy Blvd,323-568-3400,South East Senior High STEAM Magnet,2720-tweedy-blvd-south-east-senior-high-steam-magnet,True,[],0,South East Senior High STEAM Magnet (LAUSD),,,,,,,LAUSD,False,
189,189,LAUSD,,2060 W 35th St,310-832-6596,South Shores Elementary Performing Arts Magnet,2060-w-35th-st-south-shores-elementary-performing-arts-magnet,True,[],0,South Shores Elementary Performing Arts Magnet (LAUSD),,,,,,,LAUSD,False,
190,190,LAUSD,,3020 Kansas Av,323-563-9208,Stanford Avenue Primary Center Elementary DL Two-Way Im Span,3020-kansas-av-stanford-avenue-primary-center-elementary-dl-two-way-im-span,True,[],0,Stanford Avenue Primary Center Elementary DL Two-Way Im Span (LAUSD),,,,,,,LAUSD,False,
191,191,LAUSD,,2821 E 7th St,323-263-6744,Sunrise Elementary DL Two-Way Im Spanish,2821-e-7th-st-sunrise-elementary-dl-two-way-im-spanish,True,[],0,Sunrise Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,LAUSD,False,
192,192,LAUSD,,13050 Borden Ave,818-833-3723,Sylmar Academy Biotech Health/Eng Magnet,13050-borden-ave-sylmar-academy-biotech-health/eng-magnet,True,[],0,Sylmar Academy Biotech Health/Eng Magnet (LAUSD),,,,,,,LAUSD,False,
193,193,LAUSD,,4242 Clara St,323-560-4422,Teresa P Hughes Elementary Science/Tech/Math Magnet,4242-clara-st-teresa-p-hughes-elementary-science/tech/math-magnet,True,[],0,Teresa P Hughes Elementary Science/Tech/Math Magnet (LAUSD),,,,,,,LAUSD,False,
194,194,LAUSD,,4201 Fountain Ave,323-644-6700,Thomas Starr King Middle School Gifted/Arts/Technology Mag,4201-fountain-ave-thomas-starr-king-middle-school-gifted/arts/technology-mag,True,[],0,Thomas Starr King Middle School Gifted/Arts/Technology Mag (LAUSD),,,,,,,LAUSD,False,
