CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
1.96421E+13,601620,5,Active,Los Angeles,ABC Unified,Burbank (Luther) Elementary,17711 Roseton Avenue,17711 Roseton Ave.,Artesia,90701-3837,CA,17711 Roseton Avenue,17711 Roseton Ave.,Artesia,90701-3837,CA,(562) 229-7835,No Data,(562) 402-9856,No Data,http://www.burbankes.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,Y,N,No Data,33.868839,-118.08667,Michele,Robinson,michele.robinson@abcusd.us,44056
1.96421E+13,601620,25,Active,Los Angeles,ABC Unified,Palms Elementary,12445 East 207th Street,12445 East 207th St.,Lakewood,90715-1619,CA,12445 East 207th Street,12445 East 207th St.,Lakewood,90715-1619,CA,(562) 229-7900,No Data,(562) 924-9439,No Data,http://www.palmses.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,Y,N,No Data,33.842391,-118.06651,Julie,Yabumoto,julie.yabumoto@abcusd.us,44056
1.96421E+13,601620,13,Active,Los Angeles,ABC Unified,Furgeson (Venn W.) Elementary,22215 Elaine Avenue,22215 Elaine Ave.,Hawaiian Gardens,90716-1417,CA,22215 Elaine Avenue,22215 Elaine Ave.,Hawaiian Gardens,90716-1417,CA,(562) 229-7855,No Data,(562) 421-5345,No Data,http://www.furgesones.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.826696,-118.07608,Alejandro,Gutierrez,alejandro.gutierrez@abcusd.us,43748
1.96421E+13,601620,11,Active,Los Angeles,ABC Unified,Elliott (William F) Elementary,18415 Cortner Avenue,18415 Cortner Ave.,Artesia,90703-8402,CA,18415 Cortner Avenue,18415 Cortner Ave.,Artesia,90703-8402,CA,(562) 229-7850,No Data,(562) 924-8216,No Data,http://www.elliottes.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,Y,N,No Data,33.864919,-118.06985,Lora,Ballard,lora.ballard@abcusd.us,44396
1.96421E+13,601620,30,Active,Los Angeles,ABC Unified,Willow Elementary,11733 East 205th Street,11733 East 205th St.,Lakewood,90715-1324,CA,11733 East 205th Street,11733 East 205th St.,Lakewood,90715-1324,CA,(562) 229-7910,No Data,(562) 402-9837,No Data,http://www.willowes.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.844288,-118.08345,Eveline,Huh,eveline.huh@abcusd.us,44056
1.96421E+13,601620,12,Active,Los Angeles,ABC Unified,Ross (Faye) Middle,17707 Elaine Avenue,17707 Elaine Ave.,Artesia,90701-4018,CA,17707 Elaine Avenue,17707 Elaine Ave.,Artesia,90701-4018,CA,(562) 229-7785,No Data,(562) 402-6145,No Data,http://www.rossms.us,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,C,Y,N,No Data,33.870971,-118.0769,Amanda,Silvas,amanda.silvas@abcusd.us,44469
1.96421E+13,601620,27,Active,Los Angeles,ABC Unified,Tetzlaff (Martin B.) Middle,12351 East Del Amo Boulevard,12351 East Del Amo Blvd.,Cerritos,90703-7635,CA,12351 East Del Amo Boulevard,12351 East Del Amo Blvd.,Cerritos,90703-7635,CA,(562) 229-7795,No Data,(562) 402-6412,No Data,http://www.tetzlaffms.us,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,C,Y,N,No Data,33.846233,-118.06857,Tuesday,Stoffers,tuesday.stoffers@abcusd.us,44056
1.96421E+13,601620,16,Active,Los Angeles,ABC Unified,Haskell (Pliny Fisk) Middle,11525 Del Amo Boulevard,11525 Del Amo Blvd.,Cerritos,90703-7404,CA,11525 Del Amo Boulevard,11525 Del Amo Blvd.,Cerritos,90703-7404,CA,(562) 229-7815,No Data,(562) 809-7250,No Data,http://www.haskellms.us,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,C,Y,N,No Data,33.846085,-118.08753,Valerie,Gutierrez,valerie.gutierrez@abcusd.us,44384
1.96421E+13,601620,20,Active,Los Angeles,ABC Unified,Fedde (Pharis F.) Middle,21409 South Elaine Avenue,21409 South Elaine Ave.,Hawaiian Gardens,90716-1025,CA,21409 South Elaine Avenue,21409 South Elaine Ave.,Hawaiian Gardens,90716-1025,CA,(562) 229-7805,No Data,(562) 809-6895,No Data,http://www.feddems.us,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,C,Y,N,No Data,33.835028,-118.07658,Denise,Macias,denise.macias@abcusd.us,44384
1.96421E+13,601620,7,Active,Los Angeles,ABC Unified,Carmenita Middle,13435 East 166th Street,13435 East 166th St.,Cerritos,90703-2301,CA,13435 East 166th Street,13435 East 166th St.,Cerritos,90703-2301,CA,(562) 229-7775,No Data,(562) 404-7807,No Data,http://www.carmenitams.us,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,C,N,N,No Data,33.880705,-118.04556,Robert,Castillo,robert.castillo@abcusd.us,44056
1.96421E+13,601620,26,Active,Los Angeles,ABC Unified,Stowers(Cecil B.) Elementary,13350 Beach Street,13350 Beach St.,Cerritos,90703-1331,CA,13350 Beach Street,13350 Beach St.,Cerritos,90703-1331,CA,(562) 229-7905,No Data,(562) 404-9017,No Data,http://www.stowerses.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,Y,N,No Data,33.876365,-118.0458,Pamela,Miller,pamela.miller@abcusd.us,44056
1.96421E+13,601620,9,Active,Los Angeles,ABC Unified,Cerritos Elementary,13600 East 183rd Street,13600 East 183rd St.,Cerritos,90703-8951,CA,13600 East 183rd Street,13600 East 183rd St.,Cerritos,90703-8951,CA,(562) 229-7845,No Data,(562) 404-4635,No Data,http://www.cerritoses.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.865877,-118.04199,Craig,Spratt,craig.spratt@abcusd.us,44384
1.96421E+13,601620,18,Active,Los Angeles,ABC Unified,Juarez (Benito) Elementary,11939 Aclare Street,11939 Aclare St.,Cerritos,90703-2709,CA,11939 Aclare Street,11939 Aclare St.,Cerritos,90703-2709,CA,(562) 229-7870,No Data,(562) 809-3093,No Data,http://www.juarezes.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-7,C,N,N,No Data,33.874506,-118.07889,Christine,Balbuena,christine.balbuena@abcusd.us,44056
1.96421E+13,601620,4,Active,Los Angeles,ABC Unified,Bragg Elementary,11501 Bos Street,11501 Bos St.,Cerritos,90703-6742,CA,11501 Bos Street,11501 Bos St.,Cerritos,90703-6742,CA,(562) 229-7830,No Data,(562) 402-2580,No Data,http://www.bragges.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.855106,-118.08906,Jeff,Heilig,jeff.heilig@abcusd.us,44056
1.96421E+13,601620,21,Active,Los Angeles,ABC Unified,Leal (Frank C.) Elementary,12920 Droxford Street,12920 Droxford St.,Cerritos,90703-6068,CA,12920 Droxford Street,12920 Droxford St.,Cerritos,90703-6068,CA,(562) 229-7880,No Data,(562) 402-5950,No Data,http://www.leales.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.861096,-118.05676,Paul,Andre White,paul-andre.white@abcusd.us,44056
1.96421E+13,601620,15,Active,Los Angeles,ABC Unified,Gonsalves (Joe A.) Elementary,13650 Park Street,13650 Park St.,Cerritos,90703-1413,CA,13650 Park Street,13650 Park St.,Cerritos,90703-1413,CA,(562) 229-7860,No Data,(562) 802-0483,No Data,http://www.gonsalveses.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.878666,-118.04085,Robert,Benko,robert.benko@abcusd.us,44056
1.96421E+13,601620,31,Active,Los Angeles,ABC Unified,Wittmann (Helen) Elementary,16801 Yvette Avenue,16801 Yvette Ave.,Cerritos,90703-1245,CA,16801 Yvette Avenue,16801 Yvette Ave.,Cerritos,90703-1245,CA,(562) 229-7915,No Data,(562) 921-3940,No Data,http://www.wittmannes.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,N,N,No Data,33.878028,-118.05747,Miguel,Marco,miguel.marco@abcusd.us,44056
1.96421E+13,601620,24,Active,Los Angeles,ABC Unified,Nixon (Patricia) Elementary,19600 Jacob Avenue,19600 Jacob Ave.,Cerritos,90703-7526,CA,19600 Jacob Avenue,19600 Jacob Ave.,Cerritos,90703-7526,CA,(562) 229-7895,No Data,(562) 865-1249,No Data,http://www.nixones.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,C,Y,N,No Data,33.852834,-118.07649,Tom,Tracy,tom.tracy@abcusd.us,44056
1.96425E+13,602820,11346,Active,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,37423 70th Street East,37423 70th St. East,Palmdale,93552-4800,CA,37423 70th Street East,37423 70th St. East,Palmdale,93552-4800,CA,(661) 533-9000,No Data,(661) 533-0111,No Data,http://www.khshawks.org,37866,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.56145,-118.00828,Tammie,Nichols,tnichols@avhsd.org,44600
1.96425E+13,602820,10823,Active,Los Angeles,Antelope Valley Union High,Eastside High,3200 East Avenue J-8,3200 East Ave. J-8,Lancaster,93535-5827,CA,3200 East Avenue J-8,3200 East Ave. J-8,Lancaster,93535-5827,CA,(661) 946-3800,No Data,(661) 946-3850,No Data,http://www.eastsidehigh.org,38586,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.682501,-118.07325,Charles,Dunn,cdunn@avhsd.org,44056
1.96425E+13,602820,11610,Active,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),3041 West Avenue K,3041 West Avenue K,Lancaster,93536-5426,CA,3041 West Avenue K,3041 West Avenue K,Lancaster,93536-5426,CA,(661) 722-6509,No Data,(661) 722-6583,No Data,http://www.soarhs.org,38943,No Data,N,No Data,No Data,56,High School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,44816,44816,N,N,N,No Data,34.674985,-118.18454,Wendi,Johnston,wjohnston@avhsd.org,44600
1.96425E+13,602820,13154,Active,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,6300 West Avenue L,6300 West Avenue L,Quartz Hill,93536-4540,CA,6300 West Avenue L,6300 West Avenue L,Quartz Hill,93536-4540,CA,(661) 948-7655,230,(661) 948-4556,No Data,http://www.avdistrict.org,41134,No Data,Y,1415,Locally funded,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44724,44754,C,N,N,No Data,34.66014,-118.24104,Matt,Berryman,mberryman@avhsd.org,44447
1.96425E+13,602820,203,Active,Los Angeles,Antelope Valley Union High,Antelope Valley High,44900 North Division Street,44900 North Division St.,Lancaster,93535-2538,CA,44900 North Division Street,44900 North Division St.,Lancaster,93535-2538,CA,(661) 948-8552,No Data,(661) 945-8867,No Data,http://www.avhs.org,4566,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,Y,N,No Data,34.69911,-118.13034,Lisa,Schmidt,lschmidt@avhsd.org,44600
1.96425E+13,602820,204,Active,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,415 East Kettering Street,415 East Kettering St.,Lancaster,93535-2503,CA,415 East Kettering Street,415 East Kettering St.,Lancaster,93535-2503,CA,(661) 948-7555,No Data,(661) 948-5947,No Data,http://www.dwhs.org,27576,No Data,N,No Data,No Data,56,High School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44816,44816,N,N,N,No Data,34.700412,-118.12339,Laura,Tweedy-Ferguson,estanford@avhsd.org,44056
1.96425E+13,602820,205,Active,Los Angeles,Antelope Valley Union High,Palmdale High,2137 East Avenue R,2137 East Avenue R,Palmdale,93550-5415,CA,2137 East Avenue R,2137 East Avenue R,Palmdale,93550-5415,CA,(661) 273-3181,No Data,(661) 273-1093,No Data,http://www.phsfalcons.org,21002,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.572775,-118.09194,Eric,Stanford,estanfors@avhsd.org,44600
1.96425E+13,602820,206,Active,Los Angeles,Antelope Valley Union High,Quartz Hill High,6040 West Avenue L,6040 West Avenue L,Quartz Hill,93536-4501,CA,6040 West Avenue L,6040 West Avenue L,Quartz Hill,93536-4501,CA,(661) 718-3100,No Data,(661) 943-8203,No Data,http://www.qhhs.org,23559,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.660109,-118.24003,Zach,Mercier,zmercier@avhsd.org,44056
1.96425E+13,602820,9515,Active,Los Angeles,Antelope Valley Union High,Highland High,39055 25th Street West,39055 25th St. West,Palmdale,93551-4164,CA,39055 25th Street West,39055 25th St. West,Palmdale,93551-4164,CA,(661) 538-0304,No Data,(661) 538-0405,No Data,http://www.highlandhs.org,33055,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,Y,N,No Data,34.585226,-118.174,Chris,Grado,cgrado@avhsd.org,44056
1.96425E+13,602820,9516,Active,Los Angeles,Antelope Valley Union High,Littlerock High,10833 East Avenue R,10833 East Avenue R,Littlerock,93543-4106,CA,10833 East Avenue R,10833 East Avenue R,Littlerock,93543,CA,(661) 944-5209,No Data,(661) 944-5191,No Data,http://www.lhslobos.org,33055,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.572721,-117.93595,Jose,Barajas,jbarajas@avhsd.org,44056
1.96425E+13,602820,4582,Active,Los Angeles,Antelope Valley Union High,Lancaster High,44701 32nd Street West,44701 32nd St. West,Lancaster,93536-7023,CA,44701 32nd Street West,44701 32nd St. West,Lancaster,93536-7023,CA,(661) 726-7649,No Data,(661) 726-7694,No Data,http://www.lnhs.org,34949,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.694853,-118.18835,Kristen,Tepper,ktepper@avhsd.org,44056
1.96425E+13,602820,5827,Active,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,"228 East Avenue, H8","228 East Ave., H8",Lancaster,93535-1809,CA,"228 East Avenue, H8","228 East Ave., H8",Lancaster,93535-1809,CA,(661) 729-3936,No Data,(661) 945-2253,No Data,No Data,35311,No Data,N,No Data,No Data,56,High School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,44816,44846,N,N,N,No Data,34.711275,-118.12862,Laura,Tweedy-Ferguson,ltweedy-ferguson@avhsd.org,44056
1.96425E+13,602820,8714,Active,Los Angeles,Antelope Valley Union High,Desert Sands Charter,44130 20th Street West,44130 20th St. West,Lancaster,93534-4045,CA,177 Holston Drive,177 Holston Dr.,Lancaster,93535,CA,(661) 942-3357,No Data,(661) 942-3851,principal@dschs.org,http://www.dschs.org,37138,No Data,Y,411,Directly funded,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,Y,601784,34.684768,-118.16417,Taera,Childers,principal@dschs.org,44056
1.96425E+13,602820,10514,Active,Los Angeles,Antelope Valley Union High,R. Rex Parris High,38801 Clock Tower Plaza Drive,38801 Clock Tower Plaza Dr.,Palmdale,93550-3346,CA,38801 Clock Tower Plaza Drive,38801 Clock Tower Plaza Dr.,Palmdale,93550-3346,CA,(661) 274-1230,No Data,(661) 274-1168,No Data,http://www.rrphs.org,37502,No Data,N,No Data,No Data,56,High School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44816,44846,N,N,N,No Data,34.587457,-118.11952,Laura,Tweedy-Ferguson,ltweedy-ferguson@avshd.org,44056
1.96426E+13,602970,223,Active,Los Angeles,Arcadia Unified,Arcadia High,180 Campus Drive,180 Campus Dr.,Arcadia,91007-6958,CA,180 Campus Drive,180 Campus Dr.,Arcadia,91007-6958,CA,(626) 821-1711,No Data,(626) 821-1712,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,C,N,N,No Data,34.130636,-118.03865,Angie,Dillman,adillman@ausd.net,43691
1.96426E+13,602970,9302,Active,Los Angeles,Arcadia Unified,Rancho Learning Center (Alternative),150 South Third Avenue,150 South Third Ave.,Arcadia,91006-3703,CA,150 South Third Avenue,150 South Third Ave.,Arcadia,91006-3703,CA,(626) 821-6629,No Data,(626) 574-3806,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,44573,44573,C,N,N,No Data,34.138031,-118.02352,John,Tung,jtung@ausd.net,44412
1.96426E+13,602970,224,Active,Los Angeles,Arcadia Unified,Baldwin Stocker Elementary,422 West Lemon Avenue,422 West Lemon Ave.,Arcadia,91007-6902,CA,422 West Lemon Avenue,422 West Lemon Ave.,Arcadia,91007-6902,CA,(626) 821-8351,No Data,(626) 574-3807,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.118191,-118.04621,Kelsey,Brown,kbrown@ausd.net,44056
1.96426E+13,602970,226,Active,Los Angeles,Arcadia Unified,Camino Grove Elementary,700 Camino Grove Avenue,700 Camino Grove Ave.,Arcadia,91007-6902,CA,700 Camino Grove Avenue,700 Camino Grove Ave.,Arcadia,91007-6902,CA,(626) 821-8353,No Data,(626) 294-0911,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.125482,-118.01711,Danae,Popovich,dpopovich@ausd.net,44056
1.96426E+13,602970,230,Active,Los Angeles,Arcadia Unified,Highland Oaks Elementary,10 Virginia Drive,10 Virginia Dr.,Arcadia,91006-1899,CA,10 Virginia Drive,10 Virginia Dr.,Arcadia,91006-1899,CA,(626) 821-8354,No Data,(626) 821-4680,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.160294,-118.03124,Patricia,Mattera,pmattera@ausd.net,44056
1.96426E+13,602970,231,Active,Los Angeles,Arcadia Unified,Holly Avenue Elementary,360 West Duarte Road,360 West Duarte Rd.,Arcadia,91007-3097,CA,360 West Duarte Road,360 West Duarte Rd.,Arcadia,91007-3097,CA,(626) 821-8355,No Data,(626) 574-3809,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.127517,-118.04444,Teresa,Oakland,toakland@ausd.net,44056
1.96426E+13,602970,232,Active,Los Angeles,Arcadia Unified,Hugo Reid Elementary,1000 Hugo Reid Drive,1000 Hugo Reid Dr.,Arcadia,91007-6179,CA,1000 Hugo Reid Drive,1000 Hugo Reid Dr.,Arcadia,91007-6179,CA,(626) 821-8346,No Data,(626) 574-1341,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.138089,-118.06264,Kimberly,Lauxen,klauxen@ausd.net,44413
